File,Leda_ud,Leda_ur,Leda_pairwise_ud,Leda_pairwise_ur,Leda_balaban_ud,Leda_balaban_ur,Leda_trivial_ud,Leda_trivial_ur
/data/csv_files/4500000-195758-4500000-3326458-238153_star_intersections_7_s_3000.csv,20996096,760467456,2162688,356843520,1159168,1892352,270336,811008
/data/csv_files/1000-995-1000-995-995_star_intersections_9_2000.csv,1622016,1622016,270336,270336,1081344,1622016,270336,540672
/data/csv_files/4500000-228550-4500000-3375065-289468_star_intersections_8_l_3000.csv,24678400,741744640,2973696,336838656,1150976,1687552,270336,540672
/data/csv_files/1667-1667-1667-1667-1667_rounding_l_3000.csv,Error,2289664,0,270336,1351680,2162688,270336,540672
/data/csv_files/2000000-106391-2000000-1458868-128881_star_intersections_7_s_2000.csv,12095488,334512128,1622016,156254208,811008,1081344,270336,540672
/data/csv_files/12500000-497588-12500000-9374063-606042_star_intersections_8_m_5000.csv,49278976,2182893568,5406720,1015894016,1892352,2973696,540672,1351680
/data/csv_files/2000-1982-2000-1980-1980_star_intersections_9_4000.csv,2826240,2973696,270336,811008,2174976,2973696,540672,811008
/data/csv_files/1084203-1084203-1084203-1084203-1084203_random_s_3000.csv,387858432,579289088,157335552,350625792,1351680,2162688,270336,811008
/data/csv_files/0-0-0-0-0_multi_axis_2.csv,2334720,2453504,0,0,0,0,0,0
/data/csv_files/981917-981580-981917-981580-981580_star_intersections_6_s_2000.csv,328777728,455753728,142467072,269795328,1081344,1622016,270336,540672
/data/csv_files/2294655-2294655-2294655-2294655-2294655_star_intersections_6_m_3000.csv,817881088,1180884992,333053952,704765952,1622016,2162688,270336,540672
/data/csv_files/1-1-2-2-2_accuracy_8.csv,Error,2453504,0,0,0,0,0,0
/data/csv_files/2220-2220-2220-2220-2220_rounding_s_4000.csv,Error,1990656,270336,0,2162688,2973696,540672,811008
/data/csv_files/1895903-1895903-1895903-1895903-1895903_random_s_4000.csv,636563456,974188544,275472384,613122048,2162688,2867200,540672,1081344
/data/csv_files/0-0-0-0-0_parallel_and_collinear_19.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/8000000-350292-8000000-5999154-429994_star_intersections_8_s_4000.csv,38600704,1380728832,4325376,648646656,1650688,2187264,540672,811008
/data/csv_files/1853540-6861-1999000-1001-1001_star_intersections_4_s_2000.csv,1081344,811008,0,0,811008,1081344,270336,540672
/data/csv_files/6349478-6349478-6349478-6349478-6349478_star_intersections_6_l_5000.csv,2159636480,3290865664,922386432,2053742592,2560000,3784704,540672,1081344
/data/csv_files/19500-19459-19500-19461-19461_star_intersections_10_6500.csv,9285632,12664832,2973696,5947392,3493888,4931584,811008,1622016
/data/csv_files/1005993-1005993-1005993-1005993-1005993_star_intersections_6_m_2000.csv,336465920,499322880,146251776,308994048,1081344,1622016,270336,540672
/data/csv_files/4178686-12323-4498500-1501-1501_star_intersections_4_m_3000.csv,1351680,1265664,0,0,1081344,1622016,270336,540672
/data/csv_files/1-1-1-1-1_star_intersections_5.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/120169-120169-120169-120169-120169_random_l_1000.csv,40652800,62070784,17301504,38658048,540672,540672,0,270336
